YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,BAROMETRIC_AIR_PRESSURE
2018,1,1,0,29.4,24,69,2,250,1008.6
2018,1,2,0,29.5,24.4,63,3,40,1008.7
2018,1,3,-1,29.4,24.4,68,3,40,1009.3
2018,1,4,0,30.9,24.6,71,2,200,1009.3
2018,1,5,0,31,26,72,2,270,1009.4
2018,1,6,0,32.8,25,60,2,90,1009.3
2018,1,7,0,31.2,24.6,75,2,200,1010.5
2018,1,8,0,31,25.4,77,2,320,1010.3
2018,1,9,0,32.5,24.8,68,2,250,1010.5
2018,1,10,-1,31.8,24.8,70,2,20,1010.6
2018,1,11,0,30.5,24.5,65,4,20,1010.6
2018,1,12,0,30,23.5,59,4,20,1011.3
2018,1,13,0,30.3,22.7,63,3,360,1011.1
2018,1,14,0,30.2,23.4,70,2,250,1010
2018,1,15,0,31,23.9,62,2,20,1008.4
2018,1,16,8.6,29.7,23,76,2,360,1007.1
2018,1,17,-1,28,23.8,82,1,340,1008.9
2018,1,18,0.4,30.7,24.9,79,2,320,1009
2018,1,19,0,30.9,24,70,2,90,1009.2
2018,1,20,0,32.6,24.5,66,2,250,1008.4
2018,1,21,0,29.1,24.7,76,2,290,1007.8
2018,1,22,0.3,30.6,24.5,77,2,320,1007
2018,1,23,0,30.6,24.5,68,2,250,1006.7
2018,1,24,3.7,29.8,24.7,80,2,220,1006.3
2018,1,25,0,30.4,24.7,71,2,250,1006.6
2018,1,26,2.1,31.7,24,74,3,360,1006.2
2018,1,27,3.5,27,24.4,87,1,270,1007.7
2018,1,28,0.1,29.2,24,79,2,110,1008
2018,1,29,0.2,30,24.5,71,2,40,1008.4
2018,1,30,0,30.3,24.5,70,2,220,1008.9
2018,1,31,0,29.5,24.4,76,2,40,1010.4
2018,2,1,0,30.4,25.4,69,2,290,1009.8
2018,2,2,0,31.6,24.2,69,3,250,1010.3
2018,2,3,0,29.5,22.8,67,3,360,1010.8
2018,2,4,0,30.7,23,66,3,20,1010.5
2018,2,5,-1,29.5,23,70,4,360,1010.8
2018,2,6,0,30,22.5,65,3,20,1010.1
2018,2,7,0,28.7,22.8,74,2,360,1008.8
2018,2,8,0,28.4,22.7,72,3,250,1007.8
2018,2,9,0,29.6,24.5,70,3,290,1008.1
2018,2,10,-1,29.5,25,76,2,250,1009.8
2018,2,11,0,29,24.7,75,2,270,1010.4
2018,2,12,0,31,26,65,3,220,1011.7
2018,2,13,0,30.4,24.6,69,3,40,1012.4
2018,2,14,0,28.7,25,71,2,20,1011.9
2018,2,15,0,31.5,25.2,71,2,270,1011.1
2018,2,16,0,32.6,26,66,3,160,1009.7
2018,2,17,0,33.1,25.7,67,3,160,1009.6
2018,2,18,0,32.2,24.7,61,3,250,1010.8
2018,2,19,0,33.7,25.5,52,3,70,1010.3
2018,2,20,0,33,25.3,65,3,140,1009.5
2018,2,21,1.5,32,25.5,66,2,290,1008.7
2018,2,22,0,33.8,25.3,63,2,110,1009.5
2018,2,23,0,32.8,25.9,58,2,110,1010.7
2018,2,24,0,32,25.8,57,3,270,1011.7
2018,2,25,0,31.5,26,64,2,90,1009.9
2018,2,26,-1,31.1,26.3,67,3,250,1009.6
2018,2,27,0,31.5,25.5,69,2,250,1009.6
2018,2,28,0,32.5,26,70,2,270,1009.1
2018,3,1,0,34.4,26,69,3,110,1007.9
2018,3,2,0,34,26.5,68,3,110,1008.3
2018,3,3,0,32.3,27,66,2,140,1008.4
2018,3,4,0,33.6,26.3,63,2,20,1009.5
2018,3,5,0,33.6,27.4,58,2,90,1009.4
2018,3,6,0,33.6,27,63,3,250,1009.7
2018,3,7,7.3,32.2,26.3,69,2,250,1008.5
2018,3,8,8.6,30.5,24,74,2,250,1009
2018,3,9,0,30,24.2,72,3,160,1009.8
2018,3,10,0,29.4,23.4,67,2,90,1010.8
2018,3,11,0,30.3,23.7,60,2,90,1012
2018,3,12,0,29.4,24.9,66,3,340,1010.9
2018,3,13,0,32.3,24.2,64,3,250,1010.2
2018,3,14,0,31.4,24.5,57,2,270,1010.3
2018,3,15,0,32.1,25.8,59,3,250,1009.8
2018,3,16,0,33.4,25.2,66,2,270,1009.9
2018,3,17,0,33.5,25.5,62,3,110,1010.4
2018,3,18,0,33.1,26,64,3,140,1010.2
2018,3,19,0,32.5,25.6,62,3,160,1008.7
2018,3,20,0,33,25,68,3,270,1008.2
2018,3,21,0,32.1,25.7,68,3,250,1007.1
2018,3,22,0.9,29.9,25.2,66,2,90,1007.7
2018,3,23,0,30.2,25.3,62,3,250,1010.7
2018,3,24,0,29.7,23.6,58,2,90,1012.1
2018,3,25,0,30.9,23.7,60,2,270,1012.1
2018,3,26,0,30.3,25.6,63,2,270,1010.5
2018,3,27,0,30.4,25.2,67,2,250,1008.6
2018,3,28,0,32.1,25.4,63,2,270,1007.7
2018,3,29,10.2,31.5,22.5,65,2,250,1007.8
2018,3,30,3.3,31.5,22.9,74,2,270,1007.3
2018,3,31,-1,30,24.5,73,2,70,1007.9
2018,4,1,0,31.5,24,63,2,270,1008.1
2018,4,2,0.5,31.7,25.5,66,2,290,1008.6
2018,4,3,0,29.7,25.2,69,2,90,1009
2018,4,4,-1,30.5,25.6,68,2,270,1008.2
2018,4,5,0,29.9,25.4,67,2,360,1008
2018,4,6,0,32.8,25.8,60,2,270,1007.9
2018,4,7,0,33.8,25.5,57,2,40,1009.8
2018,4,8,0,32.1,25.5,63,2,70,1010.4
2018,4,9,0,32.4,26.3,65,2,110,1010.6
2018,4,10,-1,33,25.4,69,2,270,1009.8
2018,4,11,6.6,33.5,26,66,2,290,1009
2018,4,12,0,32.8,27.7,63,2,320,1008.8
2018,4,13,0,34.9,27.6,62,3,90,1009
2018,4,14,0,34.4,27.4,60,2,110,1008.1
2018,4,15,0,34.1,27.2,64,2,250,1007.7
2018,4,16,-1,32.4,26.6,61,3,90,1008.5
2018,4,17,0,34.2,26.7,56,2,140,1008.9
2018,4,18,0,33.2,26,56,1,110,1008.8
2018,4,19,0,34.6,27.3,55,2,250,1008.2
2018,4,20,0,33.5,27.1,58,2,160,1008.4
2018,4,21,0,34.4,27.4,65,2,320,1007.9
2018,4,22,0,32.6,26.8,68,1,340,1008
2018,4,23,0,34.7,28.4,58,2,90,1006.7
2018,4,24,0,35.1,27.5,64,2,180,1007
2018,4,25,1,35.4,27.5,69,1,160,1007.3
2018,4,26,0,34,27.5,62,2,140,1008.4
2018,4,27,0,34.5,27.2,57,1,140,1009.5
2018,4,28,0,34.5,27.5,64,2,180,1009.1
2018,4,29,0,33.5,27.3,65,1,220,1008.6
2018,4,30,0,33.7,27.5,57,1,270,1009.1
2018,5,1,6.6,33.3,27.8,66,1,340,1009
2018,5,2,0,35.8,27.7,55,2,160,1008.6
2018,5,3,0,35.5,27.5,63,2,160,1009.5
2018,5,4,0,36,27.3,63,2,160,1010.1
2018,5,5,0,30.6,27.2,72,1,140,1011.7
2018,5,6,0,34.2,27,64,1,290,1010
2018,5,7,0,34.5,27.3,67,2,160,1007.9
2018,5,8,0,34.4,26.5,73,3,250,1008.2
2018,5,9,0,35,25.8,65,2,290,1009.4
2018,5,10,31,34.4,25,67,2,270,1009.6
2018,5,11,0.5,33.6,27,64,1,340,1008.4
2018,5,12,0,35.2,26,69,1,70,1008.1
2018,5,13,0,35.6,27.6,63,2,160,1007.7
2018,5,14,0,35.2,28.5,59,1,160,1007.1
2018,5,15,0.1,34.2,27.8,69,2,320,1006.8
2018,5,16,0,35.5,26.7,68,1,40,1006.4
2018,5,17,0,35.2,27,67,1,200,1005.8
2018,5,18,0,34.7,27.8,65,1,140,1005.3
2018,5,19,0,34.8,27.8,63,1,70,1004.8
2018,5,20,0,34.6,27.2,61,3,140,1005.6
2018,5,21,0,33.9,26.7,63,2,220,1006.8
2018,5,22,0,34.8,27,69,1,160,1007.7
2018,5,23,0,36.1,27.8,63,1,250,1006.9
2018,5,24,6.1,34.2,27.4,68,2,360,1006.6
2018,5,25,0.2,34.5,27.4,68,1,90,1007.4
2018,5,26,0,35.7,27,68,1,160,1007.1
2018,5,27,0,36,27.8,64,2,290,1007.1
2018,5,28,0,35.9,28.2,59,2,160,1007.3
2018,5,29,-1,35.4,27,67,1,110,1007.6
2018,5,30,15.4,35,26.4,68,1,250,1007.4
2018,5,31,0,34.7,27.8,66,1,250,1006.9
2018,6,1,0,35.6,27.8,65,1,160,1005.9
2018,6,2,-1,34.8,26,81,1,180,1006.9
2018,6,3,11,33,25.7,78,1,220,1006.6
2018,6,4,6.7,34.6,26.8,68,2,220,1006.3
2018,6,5,3,34.8,26,86,1,220,1006.8
2018,6,6,23.5,31.7,25,88,1,220,1006.2
2018,6,7,0.1,31.7,26.4,84,3,220,1003.7
2018,6,8,16.5,31.8,25,94,5,220,1002.5
2018,6,9,175.5,27.5,24,99,4,200,1002.9
2018,6,10,19.3,27.5,24.8,93,4,220,1005.3
2018,6,11,64.8,27.8,25,90,5,220,1006.3
2018,6,12,16.5,27.5,24.7,93,3,220,1005.7
2018,6,13,62.2,28.5,23.5,93,2,220,1004.5
2018,6,14,8,30.4,25.5,92,3,220,1004.2
2018,6,15,19,31.4,24.4,80,3,220,1004.9
2018,6,16,14,30.8,24.4,94,4,250,1005.9
2018,6,17,0,31,26,90,3,250,1006.5
2018,6,18,0,31.8,27,81,3,250,1007.2
2018,6,19,0,33,27,82,4,250,1008.3
2018,6,20,30.5,32,23,90,3,250,1008.4
2018,6,21,85.6,31.4,23.4,87,3,220,1008
2018,6,22,0,31.3,25,86,2,250,1008.2
2018,6,23,10.5,34,25,86,2,220,1007.8
2018,6,24,0,32.4,25.8,77,2,250,1008.1
2018,6,25,40.2,30.9,25,82,2,220,1007.8
2018,6,26,9.6,30,24.1,88,1,220,1007.7
2018,6,27,-1,32.5,26,78,2,220,1007.9
2018,6,28,0,32,26,85,3,250,1006.3
2018,6,29,0,32,26.7,74,4,250,1005
2018,6,30,-1,31.1,26.5,84,2,250,1005.6
2018,7,1,3.2,30.5,25.5,84,3,220,1007
2018,7,2,8,31.2,26,88,3,220,1006.8
2018,7,3,0,31.4,26.5,88,3,250,1006.6
2018,7,4,3.6,31.6,26.3,80,2,250,1005.8
2018,7,5,0.5,31.3,26.3,77,3,250,1005.3
2018,7,6,16.7,31.8,26,79,2,220,1004
2018,7,7,71,31,24,95,1,250,1003.4
2018,7,8,3,32,25,89,1,200,1003.6
2018,7,9,10.3,31.2,24.5,84,2,220,1004
2018,7,10,3.1,31,24.8,81,4,220,1003.4
2018,7,11,11.5,30.4,25.5,92,2,220,1004.3
2018,7,12,0,29.8,25.3,93,1,200,1004.9
2018,7,13,6,32.1,25.4,89,1,200,1003.7
2018,7,14,25.5,30.5,24.4,91,3,220,1003
2018,7,15,51.5,29,24.5,89,2,220,1002.7
2018,7,16,59.9,29.2,24.5,91,2,220,1000.9
2018,7,17,108,27.5,24,98,1,220,1002
2018,7,18,29.8,29.7,24.1,89,3,220,1004.4
2018,7,19,47.5,30.2,23.7,94,1,270,1005.3
2018,7,20,46.4,29.5,25.2,86,2,220,1003.5
2018,7,21,22.5,30.5,24.5,87,3,220,1002.4
2018,7,22,48.4,27.5,24.3,94,3,220,1004.9
2018,7,23,1,28.3,25.2,87,2,220,1006.4
2018,7,24,20.6,29,24.8,87,2,220,1005.9
2018,7,25,0,30.2,25.5,85,2,250,1005.7
2018,7,26,0.9,30.2,24.5,89,1,200,1005.2
2018,7,27,18.8,28.3,24.8,91,2,220,1005.5
2018,7,28,8.5,29.7,24.5,96,2,220,1005.1
2018,7,29,0,30.5,25.5,90,3,220,1004.7
2018,7,30,0,30.1,27,85,2,220,1005.6
2018,7,31,-1,31.7,26.5,86,3,220,1005.2
2018,8,1,17,31.8,25.5,85,3,220,1005.1
2018,8,2,7.5,31,25,92,3,220,1004.9
2018,8,3,0.6,30.7,25.4,83,2,250,1004.8
2018,8,4,16,32,25.5,85,2,220,1003.7
2018,8,5,0,32,25.7,79,2,220,1004.2
2018,8,6,0.2,31.3,26.5,74,1,220,1003.3
2018,8,7,5.1,30.6,25,78,2,220,1002.8
2018,8,8,1.8,31.8,25.5,79,2,220,1004.3
2018,8,9,5.7,30.5,24.5,80,3,220,1006.1
2018,8,10,14.1,29,25,94,3,220,1004.9
2018,8,11,136.5,28.3,24,99,3,250,1003
2018,8,12,54.4,28.5,24.5,92,5,220,1002.2
2018,8,13,8.2,29.4,24.9,84,5,220,1003.8
2018,8,14,16.9,30.7,24.5,82,3,220,1004.3
2018,8,15,-1,31.3,26.5,84,2,250,1005.1
2018,8,16,67.6,31.2,24,83,3,220,1003.3
2018,8,17,14.5,31,24,88,2,200,1002.6
2018,8,18,1,29,25,89,3,220,1004.6
2018,8,19,16.2,30.7,24.5,85,2,220,1005.5
2018,8,20,4.2,29,26,85,2,220,1005.4
2018,8,21,17,30.7,24.5,85,3,220,1003.6
2018,8,22,0.2,31.4,26,80,2,250,1004.6
2018,8,23,0.5,30.3,27.5,80,3,220,1006.2
2018,8,24,10.2,30.1,26.1,83,3,220,1005.9
2018,8,25,6.7,30.8,25,83,3,220,1004.3
2018,8,26,0,29.7,25.9,81,1,220,1005.6
2018,8,27,0,31.1,26.5,74,1,220,1007.6
2018,8,28,0,32.5,26,70,2,250,1008.6
2018,8,29,0,32.5,26.3,71,1,270,1007.7
2018,8,30,-1,32.8,26,76,1,250,1008.7
2018,8,31,31.8,30.9,24.9,81,1,220,1008.7
2018,9,1,3.3,31.1,25.4,77,2,270,1006.7
2018,9,2,11.5,31.8,24.9,79,2,220,1005.3
2018,9,3,0,32.3,24.8,76,2,220,1006.2
2018,9,4,18.7,29.5,24.7,87,2,220,1005.7
2018,9,5,0,30.8,25.8,78,2,250,1004.4
2018,9,6,24.5,30,24.2,83,1,250,1003.6
2018,9,7,48,30,23.8,84,7,220,1005.5
2018,9,8,5.7,30.9,26.5,79,3,220,1007.6
2018,9,9,2.1,31.9,26.1,74,2,220,1008.6
2018,9,10,0,32.4,25.2,77,1,220,1007.8
2018,9,11,2,31.6,25.2,78,1,250,1006.7
2018,9,12,3,30.9,26.2,81,3,220,1005.9
2018,9,13,17.8,32.4,24.7,75,2,250,1003.8
2018,9,14,59.1,29.7,26,84,3,250,997.8
2018,9,15,50.5,29.4,24,82,5,220,999.7
2018,9,16,2.8,30,25.8,84,2,160,1006.6
2018,9,17,31.6,31.3,24,82,1,220,1008.8
2018,9,18,0,32.9,25.8,67,2,40,1007.5
2018,9,19,0.1,33.8,25.9,78,1,200,1006.3
2018,9,20,34.4,31.4,25.2,84,1,270,1007
2018,9,21,7.2,31.5,24.9,81,1,200,1009.3
2018,9,22,6.5,33.2,25.5,73,1,90,1009.7
2018,9,23,18.2,33.4,26,75,2,250,1007.8
2018,9,24,0,32.3,26.5,75,2,220,1005.1
2018,9,25,0,32.9,26.8,75,2,220,1003.3
2018,9,26,18,31.6,25.6,76,2,270,1004
2018,9,27,0,32.8,26.5,75,2,250,1004.1
2018,9,28,0,31,27.5,76,2,220,1004.6
2018,9,29,0,32.3,26.5,72,1,220,1005
2018,9,30,0,32.3,26.5,69,1,250,1005.9
2018,10,1,0,32.3,26.8,72,2,220,1006.9
2018,10,2,5,31.4,25.2,79,1,200,1006.8
2018,10,3,66.5,32,24,75,2,220,1007.8
2018,10,4,0,31.2,25.4,74,3,220,1008.4
2018,10,5,0,31.3,25.4,71,3,180,1008.6
2018,10,6,0,32.2,26,70,2,250,1009.5
2018,10,7,16.5,33,25.5,71,2,220,1008.8
2018,10,8,0,32.5,26.5,67,2,200,1008
2018,10,9,6,33.2,26.5,67,2,220,1008
2018,10,10,17.5,33.4,26,78,2,70,1008.8
2018,10,11,0,33,26.5,70,2,180,1009.9
2018,10,12,0,34,26.4,64,2,220,1010
2018,10,13,0,34,27,64,2,180,1009.3
2018,10,14,17.2,32.4,26,80,2,40,1009.5
2018,10,15,4.6,32.5,25.5,73,2,220,1009.4
2018,10,16,6.4,32.5,25.7,77,2,20,1008.8
2018,10,17,3.5,33.4,25.4,72,2,220,1007.8
2018,10,18,0.5,33.3,25.8,70,3,200,1008.6
2018,10,19,0,33.1,26,63,3,220,1010.6
2018,10,20,3.2,34.3,25,69,3,20,1010.6
2018,10,21,0,30.9,25.5,76,2,180,1009.9
2018,10,22,0,32.8,25.7,67,3,200,1009.6
2018,10,23,0,32.6,25.8,63,3,180,1010.5
2018,10,24,0,32,26,65,3,220,1010.5
2018,10,25,0,33,26.1,63,2,180,1010.3
2018,10,26,0,34,26,59,3,200,1010
2018,10,27,0,32,26.7,65,2,20,1008.9
2018,10,28,0.1,33.8,24,62,3,220,1006.2
2018,10,29,-1,29.7,24.9,60,3,250,1002.8
2018,10,30,32.7,29.1,25.1,84,6,90,1001.1
2018,10,31,2.1,33.2,26.2,74,4,90,1007
2018,11,1,0,34.7,27,61,3,40,1008.3
2018,11,2,0,32.6,25.5,68,2,200,1007.5
2018,11,3,9.6,32.5,25.6,69,2,220,1010.3
2018,11,4,0,34.5,26,62,3,340,1009.2
2018,11,5,0,33.6,26.5,60,2,40,1009.1
2018,11,6,0,34,25.5,63,3,20,1009.8
2018,11,7,0,31.4,25.5,74,3,20,1010.2
2018,11,8,1.3,33.2,24.6,56,2,20,1009.6
2018,11,9,0.2,30.7,25.3,72,2,40,1009.6
2018,11,10,0,31.6,25,62,3,20,1010.3
2018,11,11,0,33.3,25.2,61,2,20,1009.7
2018,11,12,0,31.5,26.5,66,3,200,1007.9
2018,11,13,0,31,25.6,67,2,180,1007.3
2018,11,14,0,34.3,26,56,3,20,1009.2
2018,11,15,0,34,25.2,59,3,20,1010
2018,11,16,0,32.5,25.1,62,2,250,1010.4
2018,11,17,0,31.5,25.4,62,2,200,1010.6
2018,11,18,0,31.8,24.6,64,2,20,1011
2018,11,19,0,30.4,27,67,7,160,1010.7
2018,11,20,0,31,25.7,61,3,320,1009.2
2018,11,21,2.7,30,24.7,77,3,340,1007.8
2018,11,22,2.6,30.6,25.6,75,2,180,1009.1
2018,11,23,6.5,31.4,25,73,2,20,1010.2
2018,11,24,-1,30.5,25.5,74,2,220,1011.6
2018,11,25,0,31.7,24.6,68,2,110,1011.1
2018,11,26,0,32.2,25.6,65,2,180,1011.5
2018,11,27,0,32.6,25.5,66,2,220,1011.9
2018,11,28,0,30.2,25.5,72,2,360,1012.1
2018,11,29,0,31.5,25.5,69,3,220,1012.8
2018,11,30,0,31.2,25.6,63,3,340,1012.2
2018,12,1,-1,32.2,26,63,3,20,1010.7
2018,12,2,0,32.3,25,65,3,40,1011
2018,12,3,0.3,32.4,24.9,65,3,320,1010.3
2018,12,4,0,32,25,74,3,40,1009.8
2018,12,5,2.5,31.5,25.5,73,2,160,1009.5
2018,12,6,0,33.1,25.6,63,3,20,1008.9
2018,12,7,0.5,32.3,25,69,2,20,1009.9
2018,12,8,0,32.8,25,62,3,360,1010.5
2018,12,9,0,31.5,24.7,68,2,20,1010.4
2018,12,10,0,30.4,25.8,69,3,180,1010.1
2018,12,11,0,31.9,25.3,70,2,40,1010.4
2018,12,12,0,32.8,25.4,63,3,340,1011.5
2018,12,13,6.8,30,23.5,75,2,20,1012
2018,12,14,10.5,30.4,23.7,84,2,360,1012.3
2018,12,15,-1,29.8,24.4,76,2,340,1012.2
2018,12,16,0,30.7,24.5,71,2,20,1011.6
2018,12,17,0,29.4,24.6,69,2,180,1012.1
2018,12,18,0,31,25,67,2,180,1012
2018,12,19,0,31.3,23.4,68,3,20,1012.1
2018,12,20,0,29.4,25,66,2,220,1010.4
2018,12,21,0.3,28.8,24.5,79,2,320,1009
2018,12,22,0.4,31.5,25,81,2,90,1008.8
2018,12,23,46,26.1,23.3,91,1,320,1008.1
2018,12,24,9.7,28,23.8,91,2,360,1007.5
2018,12,25,0,30.7,24.8,77,2,200,1007.4
2018,12,26,1.9,30.1,24.5,82,2,270,1007.3
2018,12,27,0,30,25.8,73,2,200,1006.5
2018,12,28,12.5,30.2,24,82,3,340,1007.1
2018,12,29,2.9,26,23.2,74,3,320,1009.1
2018,12,30,7.1,26.4,22.2,87,2,320,1011.5
2018,12,31,21,26.8,22.6,95,1,320,1012.4
2019,1,1,2.2,29.5,23,87,2,340,1012.7
2019,1,2,0,31.5,24.3,71,3,20,1013.7
2019,1,3,-1,29,25,78,2,270,1014.7
2019,1,4,0,31.8,23.6,63,3,40,1015.7
2019,1,5,0,32.2,24,65,3,70,1014.6
2019,1,6,0,30.2,23.5,66,2,20,1013.9
2019,1,7,-1,30.2,23.2,64,2,360,1013.3
2019,1,8,0,32.3,23.5,61,3,20,1013
2019,1,9,0,31.3,24.4,62,3,20,1013.4
2019,1,10,-1,31.4,24.7,63,4,40,1012.8
2019,1,11,0.1,32.3,23.8,61,3,40,1012
2019,1,12,0,32.8,24.1,61,3,20,1011.6
2019,1,13,0.2,28.9,23.2,69,2,360,1010.5
2019,1,14,0,32,23.8,55,4,40,1010.3
2019,1,15,0,31.9,23.5,60,3,20,1011.2
2019,1,16,0,32.2,23.2,57,3,360,1011.9
2019,1,17,0,29.3,23.7,62,3,180,1011.3
2019,1,18,0,32.2,23.2,52,3,20,1011.9
2019,1,19,0,30.7,24.3,65,2,20,1011.2
2019,1,20,0,30.6,24.2,72,2,160,1010.1
2019,1,21,0,29.1,25,61,3,320,1009.1
2019,1,22,0,31.6,24.8,63,3,290,1009.1
2019,1,23,0,29.3,24.7,63,3,340,1010
2019,1,24,0,29.5,25.5,68,2,250,1010.9
2019,1,25,0,29.9,24.5,67,2,220,1012.3
2019,1,26,0.1,28.7,23,65,2,160,1012.8
2019,1,27,0,28,22,61,2,360,1014
2019,1,28,0,27.7,22,72,3,340,1013.7
2019,1,29,0,28.6,23,65,3,340,1013.9
2019,1,30,-1,28.4,23,66,2,340,1013.9
2019,1,31,0,27.9,24,71,1,250,1013.4
2019,2,1,-1,28.7,23,67,1,40,1013.7
2019,2,2,0,30.8,23,62,3,70,1013.1
2019,2,3,0,30,24,68,1,270,1013.6
2019,2,4,0,30.2,23,69,2,90,1013
2019,2,5,0,30,22.6,66,2,270,1012.2
2019,2,6,0,31.5,22.5,60,2,160,1011.5
2019,2,7,0,30.5,23,61,2,270,1012.2
2019,2,8,0,30.5,23,61,2,270,1011.8
2019,2,9,0,31.5,23.8,62,2,20,1012.9
2019,2,10,-1,31.8,24.4,66,2,70,1015
2019,2,11,0,32.4,24.5,53,3,40,1016.4
2019,2,12,0,31.4,24,58,2,70,1016.4
2019,2,13,4.5,28.4,22,82,2,320,1015.7
2019,2,14,0,31.4,22.9,82,1,110,1014.4
2019,2,15,0,31.5,24,60,2,40,1014.8
2019,2,16,0,30.3,23.5,58,2,270,1013.2
2019,2,17,0,32.1,24.8,56,2,110,1012.7
2019,2,18,0,31.5,24,51,3,140,1013.5
2019,2,19,0,32.3,23.9,56,3,160,1015
2019,2,20,0,31.4,23.4,50,2,70,1015.4
2019,2,21,0,32,24,51,2,90,1014
2019,2,22,0,29.7,23.7,64,2,360,1012.2
2019,2,23,0,32.2,22.9,65,2,290,1010.9
2019,2,24,0,30.6,23.7,61,2,250,1010.7
2019,2,25,0,30.8,24,63,2,160,1011.2
2019,2,26,0,30.7,23.4,60,2,160,1011.3
2019,2,27,0,31.5,24.4,57,2,140,1010.2
2019,2,28,0,29,23.5,64,2,140,1010.4
2019,3,1,0,31,23.8,58,2,140,1011
2019,3,2,0,31.7,22.9,54,2,250,1009.1
2019,3,3,0,31.8,24.6,64,1,290,1008.8
2019,3,4,0,32.5,26,66,2,90,1009.7
2019,3,5,0,31.8,24.6,59,2,90,1010.8
2019,3,6,0,32.7,25.5,61,2,160,1010.6
2019,3,7,0,32.2,25.5,61,3,180,1010.3
2019,3,8,0,32.3,25,66,2,160,1010.5
2019,3,9,0,32.2,24.2,57,2,140,1010.3
2019,3,10,0,32.4,24.7,60,1,270,1010.6
2019,3,11,0,31.5,25.2,69,2,220,1010.3
2019,3,12,0,32.2,25.8,72,2,220,1010.6
2019,3,13,0,32.3,25,56,2,320,1011.9
2019,3,14,0,33,26,57,2,290,1011.9
2019,3,15,3,32,22.9,66,2,270,1011.2
