RAINFALL,TMAX,TMIN,RH,WIND_SPEED,BAROMETRIC_AIR_PRESSURE
-1,30.4,25.4,78,1,1004.9
0,33.3,25,65,1,1006.4
0,34.4,25.4,68,1,1006.3
8.6,32.8,23.8,74,1,1004.3
-1,32.6,25,73,1,1003.6
7.5,33.2,25.7,73,2,1005
0,32.9,26.2,71,1,1005.6
0,32.6,27.7,73,1,1004.6
0.2,32.8,26.6,73,2,1005.6
0,34.8,26.4,70,1,1006.6
32.2,33.6,24,79,1,1005.1
12.9,34.4,24.5,71,1,1003.4
23,32.6,24.6,80,1,1002.2
0.8,29.8,25.2,82,1,1001.2
6.2,29.2,25.8,84,1,998
16.2,29,25.9,86,2,997.3
23.8,30.6,25.2,86,2,1000.4
8.5,32.6,25,77,1,1003.2
0,33,25.8,76,1,1003.8
19.8,33.4,25.1,78,1,1003.4
6.3,32.8,25.8,84,1,1002.5
0.2,31.6,25,80,1,1002.1
12,32.6,25.3,76,1,1003.7
8.6,32.3,24.8,78,1,1004.7
1,31.8,24.8,76,1,1003.5
70,30.4,24,84,1,1002.7
20.6,30,24.6,88,2,1003.2
8.4,32.4,25,77,2,1003.6
12.9,30.6,24.2,83,1,1002.9
6.4,32.6,25,81,1,1002.4
33,32.2,24.8,82,1,1002.5
101.6,29,24,91,1,1001.4
35.8,26.6,24.8,91,1,999.5
12,29.8,25.6,84,2,997.7
28.4,30.8,25.2,84,1,998.1
11.3,29.8,26.1,82,2,996.7
17.6,28.6,26.1,87,1,995.1
67.6,29.2,26.1,84,2,995.8
53.3,28.2,25,88,1,999.5
3,31.2,26.4,77,2,1001.8
0,30.8,28.2,77,3,1001.9
0.2,31.1,27.8,79,3,1002.6
0.2,30.4,27.9,81,2,1003
-1,31.3,28.2,78,3,1003.6
0,30.1,26.6,79,2,1004.4
4.4,32.4,26.5,74,2,1005.1
0.6,31.8,25.8,77,2,1005.3
0,32.8,27.2,74,2,1004.4
0.7,32.4,26,79,2,1002.4
11.8,32.2,26.2,80,1,1002.3
23.1,31,25.2,80,2,1003.6
1,30.7,25.5,79,2,1002.4
12.5,29,25.2,81,2,1001
37.2,28.8,23.5,86,1,1002.2
16.7,29.8,24.3,94,1,1004.2
15.4,32.1,25,83,1,1002.6
1.2,28.6,24.8,88,1,998.7
0.8,31.4,25.8,80,2,1001.3
13.7,29.9,24.7,86,1,1004.3
7.6,30,25,82,1,1004
10,30.6,24.1,84,1,1002.2
-1,33,25.2,73,1,1001.8
9,30.5,25,86,2,1003
10,30,24.8,86,1,1003.9
0,32,27.7,68,2,1003
10.4,31.6,26.6,72,2,1003
0.1,31.2,26.8,73,2,1002.6
0.5,31.2,27.5,76,3,1003.3
21.9,32.2,25.1,77,2,1003.6
20.5,29.8,23.8,90,2,1004
-1,28.7,24.6,80,1,1006.1
24.5,30.1,24.6,81,1,1003.4
15.2,26.4,23.1,90,1,1000.1
-1,30.2,24.8,80,1,1000.7
18.4,32.4,24.9,81,1,1002.7
44.6,29.8,24.8,90,1,1002.8
30.4,28,24.3,94,2,1001.8
20.8,29,24.9,86,2,1002.2
36.5,29.5,25.4,82,2,1003.7
28,29,24.5,90,1,1004.5
32.7,29.5,23.5,89,2,1002.9
0,30.6,24.5,79,1,1004.3
0,32.6,24.5,71,2,1007.3
5.5,33.3,25.3,76,1,1007.9
7,31.9,23.5,84,1,1007.4
0,33.5,24.6,75,1,1007.2
1.2,32.2,26.6,76,1,1006.5
23.2,32.3,23.8,82,1,1006.1
0,32.8,26.9,72,1,1004.9
2.8,32.2,27,78,2,1003.7
0,31.6,26.2,77,1,1004.8
0,32.6,26.2,76,2,1006.5
6.8,31.7,23.2,80,1,1007.2
23,33.3,23.4,72,1,1006.4
22.6,30.8,23,86,1,1005.4
0,32.6,23.9,78,1,1005.2
0.2,32.8,23.8,77,1,1005.7
0,33.2,24,68,1,1006.1
-1,33.1,25.3,69,1,1005.7
0,32.1,24.2,72,1,1005.3
0,32.8,25,71,1,1005.1
2.5,32.6,23.5,78,1,1004.3
62.2,32.4,23,79,1,1004.6
0,32.8,23.7,67,1,1005.8
0,33.3,23.4,68,1,1007
0,33.1,24.2,68,1,1006.6
-1,32.6,23.8,73,1,1005.9
0,32.9,24.6,69,1,1005.7
-1,33,24,71,1,1006
3,31.8,24.9,77,1,1006.1
0.2,33.1,24.8,79,1,1005.9
7.5,32.1,24.4,76,1,1004.2
25.8,31.4,23.3,82,1,1003.8
0,32.4,24.8,75,1,1004.4
7.6,31.5,24,86,1,1006.3
4.2,32.8,24,75,1,1006.6
-1,32.6,24,69,2,1006
6,33.2,25.3,67,2,1004
1.2,31.1,25.4,80,1,1003.7
1.1,30.6,24,83,1,1004.6
0.5,30.7,24,80,1,1005.6
11.4,31.8,25.4,74,1,1004.5
26.8,30.5,24.8,85,1,1003.2
22.7,30.2,24.8,84,1,1002.4
-1,32.8,25.8,75,2,1003.6
0,32,25.5,77,1,1003.3
9.3,32.2,24.3,78,1,1000.6
8,31.4,24,83,1,999.5
19,32,23.8,77,1,1001.1
-1,32,24,73,1,1003.3
4.4,32,24.5,82,1,1004.8
0,31.8,24.6,78,1,1005.3
-1,31.8,25,72,1,1005.8
-1,30.4,23,80,1,1006
0,29.7,24.8,70,1,1005.7
0,31,23.6,73,1,1003.7
5.7,32,24.5,76,1,1004.3
1.2,33,24.3,75,1,1004.6
0.2,32.2,25.7,75,1,1004
0,31.6,25.6,77,1,1003.8
0,32,25,73,1,1003.3
5.4,31.8,25.2,75,1,1003
-1,30.6,24,82,1,1005.4
20,29.8,23.5,87,1,1006.9
2.4,31,24.4,83,1,1007.5
2,31.8,23.8,79,1,1006.6
0.7,30.6,25.2,70,2,1006.5
-1,30.6,22.9,79,2,1006.9
0.2,32.2,25,78,1,1006.1
-1,32.5,25.5,69,1,1006.4
0,31.4,20.1,74,1,1008.1
0,31.8,22.7,68,1,1007
0,30.4,23.3,64,2,1005
-1,29.8,25.2,73,2,1002.3
55,28,22.5,83,2,999.5
0,32.6,24.5,71,2,1004.6
9.9,30.8,24.2,82,1,1006.2
0,31.9,23.8,78,1,1005.6
2.6,31.6,23,79,1,1006.7
0,31.8,21.9,69,2,1007.9
0,30.6,23.2,68,1,1007.5
0,31,23,72,1,1006.6
0,31.2,24.5,74,1,1006.7
-1,30.2,23,74,1,1008.2
0.8,31.5,22.5,75,1,1009.3
1.2,31.8,24.1,77,1,1008.7
0,33,24.7,70,1,1007.9
0,33.4,23,68,2,1007.5
0,32.6,21.8,73,1,1008.4
0,33.3,22.8,66,1,1008
0,33.2,22.1,70,1,1007.7
-1,32.6,23,71,1,1007.2
0,32,22.3,75,2,1006.9
0,32.8,21.8,68,1,1005.9
-1,30.2,21.8,80,1,1007.1
0,32.8,23.5,65,1,1007
55,29.4,24.6,82,2,1004.7
0.4,31.4,22.5,80,1,1005.3
0,33.2,24,72,1,1006.1
0,33,22.5,71,2,1008
0,31.8,23.7,70,2,1009
0,32.9,24,69,1,1009.7
-1,31.2,24.2,78,1,1012.4
-1,30,24.2,74,2,1011.4
-1,31,21.4,73,1,1011.6
0,30.9,21,71,1,1010.1
0.4,31.6,22,69,2,1008.3
0,30.4,24.3,69,2,1009
0,31.3,22.4,67,1,1008.6
2.4,31.4,23,74,1,1008
0,30.6,22.4,78,1,1007.6
0,31.1,21.8,70,1,1006.8
-1,29.8,22,78,1,1005.9
0,32.2,22.5,71,1,1005
0,32,24.2,74,1,1005.1
-1,30.2,22.8,80,1,1004.9
0,30.6,22.2,75,1,1007.2
0,30.4,22.8,77,1,1007.9
0,32,23.6,69,1,1007.7
-1,31.8,23.8,76,1,1007.8
-1,31.6,22.9,76,1,1007.9
0,29.6,21.4,79,1,1009.6
0,29.3,21.6,74,1,1010.8
0,31.6,19.9,65,1,1012.7
0,31.4,21.2,64,1,1011.7
0,32.2,23.4,65,1,1010.2
6.4,27.6,24,82,1,1009.2
0.2,29,22.4,81,1,1007
0,32.2,25,77,1,1005.4
0,33,21.5,65,1,1005.9
0,32.4,20.2,68,1,1006.8
0,30.4,21.6,74,1,1007.2
0,30.8,21.4,65,2,1007.5
-1,28,18.5,73,1,1009.8
0,29.4,20,68,1,1010.2
-1,27.8,21.4,70,1,1010.9
1.4,26.9,18.5,73,1,1011.2
0,30,20,67,1,1009.4
0,30.4,24.2,65,1,1008.5
-1,29.6,24,72,1,1008.6
49.4,29.6,24,85,1,1009.5
8.7,30.4,23.7,80,1,1009.9
0,29.1,22.4,70,1,1010.4
0,28.6,19.8,67,1,1011.3
0,30.2,19.5,70,1,1012.8
0,31.5,20.8,63,2,1011.4
0.4,28.2,20.4,77,1,1010.3
0,31.4,22.4,68,1,1008.7
0,33,21,64,2,1009.1
0,33,22.2,69,1,1009.7
-1,31.4,24.8,71,2,1010.7
0,31.6,22.6,64,1,1011.3
0,31.2,21.2,64,1,1011.8
0,29.8,20.2,64,1,1012.7
0,31.8,20.2,61,1,1013.2
0,32.6,22.6,59,1,1012.8
0,32,22.8,65,2,1010.8
0,33.1,22.9,65,2,1009.4
0,31.8,21.4,69,1,1008.6
4.4,30.4,23.6,72,1,1008.6
-1,31.8,22.4,66,1,1008.5
0,31.8,23.5,64,1,1008.1
0,31.6,22.2,61,1,1007.1
0,31.6,21.2,67,1,1007.1
0,32.9,21.6,60,1,1007.6
0,31.6,23.2,67,1,1007.9
-1,31.4,21.5,69,1,1007.5
0,32.2,21.5,67,1,1006.8
0,32,23,65,1,1007.2
0,33.8,25.4,67,1,1006.4
0,35,25.4,66,1,1005.2
0,35,26,68,2,1004.8
0,34.2,26.5,68,1,1006.3
-1,33.6,25.8,63,1,1008.5
0,33.6,23.8,59,1,1009.3
0,34.4,23,58,1,1009.1
0,33,25,62,1,1007.4
0.8,32.8,24.5,69,1,1007.9
-1,29.8,25.4,68,1,1009.5
0,30.6,23.4,67,1,1009.9
0,33.7,21.8,57,1,1008.4
0,33.6,24.6,63,1,1008.2
-1,33,23.5,65,1,1007.9
0,34.6,23.6,62,1,1008.4
0,34.6,23.3,60,2,1007.5
0,34.2,23.2,61,1,1006.6
0,33.2,26.1,57,2,1006.5
0,34.4,22.2,52,2,1006.6
0,34.8,23.8,50,2,1007.7
0,35,24.8,59,1,1007.1
0,34.2,25,56,1,1006.1
0,35.6,24.8,54,1,1005.5
-1,32.3,23,61,1,1006
0,35,23.4,55,1,1006.4
0,33.6,24.8,58,1,1006.5
0,34.6,22,54,2,1007.6
0,34.2,21.9,51,1,1008
0,33.6,23,57,1,1007.4
0,34.8,23.4,55,2,1007.3
0,34.8,25,54,2,1005.5
-1,35.2,26.2,60,1,1005.2
0,34.4,25.8,63,1,1006.2
-1,32.2,24.8,67,1,1007.9
-1,33.6,24.9,62,2,1007.8
-1,32.6,26.5,64,1,1006.8
4.6,33,24.8,66,1,1005.6
1,31.5,24.7,72,1,1006.3
0.6,32,23.7,67,2,1007.4
3.9,34.7,24.6,66,1,1007
4,33.2,24,73,1,1006.8
0,33.2,26,65,1,1007.7
0.4,34.4,25,69,1,1008
0,34.4,24.6,63,1,1006.9
0,35,26.1,59,2,1006.7
0,35.8,25.8,57,1,1005.8
26.4,35.2,26,63,1,1005.7
0,35.2,26,62,1,1005.8
0,35.8,24.6,56,2,1005.4
0,34.2,25.7,63,1,1006.2
0,34.6,25,64,1,1006.5
-1,33.8,24.2,63,1,1006.5
0,35.4,24.8,57,2,1005.9
-1,35.1,25.6,62,1,1006.5
0,34.8,23.8,59,1,1006.3
0,34.6,24.8,61,1,1004.7
-1,34.6,27,56,2,1003.8
1.2,32.2,25.6,76,1,1004.8
0,36.5,26.3,65,1,1004.8
0,37.3,26.6,58,1,1004.3
1,36.8,27.8,63,1,1004.6
0,35.8,29.2,65,1,1004.2
0,36.2,28.5,57,1,1004.4
4.8,36.5,25.7,69,1,1005
18,35.6,25.7,69,1,1004.7
0,35.8,27.4,60,1,1003.7
-1,36.2,27.4,64,1,1004.6
16,34.8,26,75,1,1004.5
9.2,34.5,26.3,74,1,1003.6
113.1,28.4,23.6,94,2,1000.3
0,33.4,25,75,1,1002.2
1.6,34.8,27.4,69,1,1001.5
0,34,26,67,1,1001.9
-1,34.6,26.2,70,1,1002.9
0,35,27.3,68,1,1003.8
0,35.4,28.6,65,1,1003.6
0.8,35,28.5,70,1,1003.8
14.6,34.4,25.2,76,2,1005.3
0,34.4,26.6,69,2,1007.1
0,34.8,28.6,62,1,1006.3
1.2,33,25.2,74,1,1006
14.6,35.8,24.7,72,1,1006.3
0,35.2,25.2,68,1,1006.8
3,34.2,25.8,73,1,1007.1
-1,34.9,26,72,1,1007.8
0,35.6,25,57,1,1006.5
12,34.2,25.2,71,1,1005.9
3.4,35.1,25.5,73,1,1005.6
0,34.2,26.8,69,1,1005.2
0,35.1,27,69,1,1005
0,35,25.8,65,1,1004.6
0,35.6,26.8,62,1,1004.1
28.4,35.7,25.6,70,1,1003.2
0,34.2,25.2,66,1,1004
21,33.4,24.5,77,1,1003.9
30.4,33,25.1,82,1,1003.2
49.1,33,25,82,1,999.9
23.2,29.8,25.4,82,1,1001.6
0.4,33.8,26,70,2,1004.5
-1,33.4,25.3,66,1,1006.7
12.4,32.3,25.4,84,1,1006.8
0,33.2,24.9,70,0,1004.7
0,34.2,25.8,67,1,1004.6
0.6,34.4,23.4,67,1,1004.7
0.9,30.4,25.5,84,1,1005.4
0,32.4,25.4,77,1,1004.2
0,34.8,25.6,68,1,1003.2
0,34.4,26.9,69,2,1002.8
11.1,35.2,25.7,71,1,1003.9
0.6,34,25.6,72,1,1003.6
0.6,33.6,25,72,1,1004.2
4,34.8,25.7,67,2,1004.5
6.8,33.8,26.4,71,2,1004.3
4,31.8,25.4,76,2,1004.8
4,31.6,25.4,71,1,1004.1
0,33,25.1,71,1,1004.4
0,33.6,26.4,64,1,1003.4
-1,33,26.4,73,1,1003.5
0,34.4,26,64,2,1005
52,32.8,24.5,80,1,1005
35.2,33,25,75,1,1004.1
1,34.4,26.2,72,1,1005
0,33.8,24.5,71,1,1005.2
2.6,33.4,25.1,78,1,1003.3
53.6,33.5,25.2,77,1,1002.2
4.6,33.2,26,79,1,1004
2.9,31.8,24.5,85,1,1004.1
-1,32.6,26.6,80,1,1003.1
5.1,27,24.5,90,2,1004.3
0,33.4,25.6,79,1,1004.6
1,33.1,24.2,79,1,1003.9
-1,35,26.2,64,2,1003.7
1.4,34.2,25.3,68,1,1004.9
0,35.2,25.5,67,1,1004.3
2,32.8,25,70,1,1003.8
0.4,34,25,72,1,1004.1
39.4,33.3,24.2,77,1,1004.5
0.4,32.4,25,84,1,1003.9
9.8,33.6,24.5,77,1,1003.7
-1,32.8,25.3,78,1,1004.1
28.6,34.2,23.5,78,1,1004
0,33.4,25.4,76,1,1003.5
7.2,32.8,25,78,1,1003.3
4.8,31.4,25.1,78,1,1002.3
65.6,28,25,91,1,1000.5
2,32.2,24,84,1,1001
40,31.6,25.5,82,1,1003.1
17.9,31.6,24.6,90,1,1004.5
0.2,29.8,25.2,84,1,1004
2.6,33.7,24,74,1,1002.9
5.4,33.4,25.6,76,2,1003.2
0.2,32.7,26,72,1,1003.5
13.4,31.6,24,87,1,1003.5
89.2,31.8,24,89,1,1002.7
1.2,31.2,25.4,85,1,1001.1
50.8,28.4,24.4,89,1,1002.5
12,31,24,86,1,1005.4
36.3,32.6,25.1,87,1,1006.6
0,32.7,24.4,77,1,1006.7
4.4,32.2,24,81,1,1005.6
13,32.6,24.8,77,2,1004.1
1.8,32,25,82,1,1003.5
5,31.6,24.4,81,1,1002.9
0.4,31.6,25,79,1,1002.5
6,31.6,24.6,86,1,1002.3
22.9,31.1,24.9,85,1,1002.6
42.2,29,24.9,90,1,1003.4
1.8,29.6,24,87,1,1005.3
22.8,33.6,25,76,2,1005.4
0,32.6,26.2,74,1,1005.2
0,32.6,25,72,1,1004.6
-1,32.8,27.3,75,2,1003.2
0,32.7,26,73,2,1002.8
0,32.6,26.6,70,1,1002.3
0,31.6,25.5,73,1,1001.8
1.4,32.8,26,77,1,1000.7
1,30.9,24.7,73,2,1001.1
1,32,26.2,76,1,1001.7
5.6,31.6,24.5,78,1,1003
3.4,32.6,25.9,74,1,1004.3
1.4,34,25.2,71,1,1005.3
-1,34.6,27.3,71,2,1003
0,34.1,26,70,1,1001.1
9,33.8,25.7,72,1,1001.8
56.8,32.9,25.2,78,1,1004.4
0,34.2,25.4,75,1,1005.9
14.6,31.8,24.5,78,1,1003.9
6.4,33.8,24.5,75,1,1002.2
32.8,32.5,25,83,1,1004
0.2,31,24,84,0,1005.6
0,32.4,24.5,78,1,1004
27.6,33.6,24.9,83,1,1002.6
10,31.1,24.9,87,1,1001.4
-1,31.2,26.8,79,1,1001.1
0.4,29,23.5,80,1,1003.7
-1,32,24.6,77,1,1006.2
35.8,32.6,24.5,85,1,1005.9
0,33.2,25.2,81,0,1003.9
-1,32.8,24,71,1,1002.7
32.2,33,24.3,77,1,1003.1
12.4,32.2,24.6,84,1,1004.2
4.4,32.6,25,79,1,1003.4
0.6,30.8,25.6,84,1,1002.4
0,33.8,25.4,75,1,1003.1
0.4,34.6,26,72,1,1004.5
15.4,33.2,25,78,1,1005.1
23.6,31.8,24,83,1,1003.1
26.8,33.6,25.1,78,1,1001.5
32.9,33,25.2,81,1,1002.1
0.4,31.4,26.2,79,1,1003.1
0.8,32.8,25,81,1,1002.2
13.8,33.4,24.9,80,1,1000.4
11,31.8,24.2,86,1,1001.6
2,31.6,24.8,79,1,1002.3
12.6,29.6,24.5,86,1,1002.4
5,28,24.5,93,1,1003.1
1.7,28.9,24.5,88,1,1003
13.8,30.4,25.2,86,1,1001.8
37.6,27.8,24,93,1,1001.2
84,31,24.3,89,1,1001.8
38.6,32.4,24.6,83,1,1003.6
28.4,26.4,23.9,94,1,1003.2
-1,31,24,80,1,1003.1
0.8,32.8,24.7,80,1,1003.3
9.3,28.2,24.7,88,1,1004
1.9,28,24.4,91,1,1004.2
1,32.5,25,76,1,1001.8
37.2,26.6,25.2,94,2,998.1
1.4,30.6,25.8,79,2,999.2
-1,32.2,26.2,76,1,1001.2
-1,32,26,80,1,1002.8
42.8,31.6,24.5,90,1,1004.1
47.1,31.6,24.4,85,3,1000.2
0.2,28.4,25.7,82,1,998.3
0,31,25,73,1,1003.5
-1,33,24,73,1,1007.1
4.1,33,24,86,1,1006.8
0,33.4,26,74,1,1004.8
1,32.6,24.5,71,1,1003.4
28,25.8,22,94,4,998.5
-1,30.8,23.8,79,1,1003.7
2.8,32.2,24.8,79,1,1005.3
7.8,29.6,24.7,87,1,1006
0,29.6,24.8,82,1,1007
-1,30.8,24,79,1,1006.5
9.6,30.4,23,82,1,1004.9
1,32,24.9,81,1,1002.5
2.6,30.8,24.5,84,1,1004.1
1.4,30,25.4,83,1,1005.3
153,28.6,25,92,3,997.1
62.5,28.2,25.3,89,2,1001.5
0,33,24.9,73,2,1004.7
5.4,31.6,24.7,83,1,1006.4
-1,31.2,24.4,80,1,1007.4
3.6,31.2,24.5,81,1,1005.9
0,32.8,23.8,75,2,1005.4
3,32.2,24.6,78,1,1004.9
0,32.4,23.2,75,1,1004.8
2,32.8,24.4,74,1,1005.1
0,33.2,23.5,73,1,1006.3
-1,31.2,24.2,76,1,1006.9
0.7,31.6,22.3,74,1,1007
0,31.8,22.5,69,1,1006.7
-1,31.8,22.5,71,1,1006.6
1.6,32,24.4,68,2,1005.8
0.4,27.8,24.5,90,0,1006
9.8,31.4,23.8,82,1,1006
6.8,28.8,23.8,90,2,1006.1
0,31,22.5,73,1,1006.2
0,30.8,24.2,74,1,1004.8
0,30.6,24,75,1,1002.3
0,31,25,78,1,1002
0.7,28.8,25.2,83,1,1003.6
7.4,30.8,25.4,84,1,1004.5
0.3,31.8,23.7,80,1,1005
12.8,27.4,24.7,93,1,1005.5
0.2,32,24.8,77,1,1006
31.8,30.4,24.8,83,1,1005.3
4.4,27.4,23.5,94,0,1005.7
0,31.8,24.5,84,1,1005.3
-1,30.8,24.4,82,1,1004.4
0.8,31.4,23.4,80,1,1004.7
0,31.4,23.8,77,1,1005.7
0.8,31,23.6,79,1,1006.4
-1,32.3,23.1,71,1,1006.9
3.8,29,23.8,88,0,1006.2
33.8,30.6,23.7,83,1,1004.8
18.1,26.8,23.8,94,1,1004.8
-1,31,23.6,84,1,1004.9
-1,28.8,23.6,86,1,1005
0,31.4,24,76,1,1005
0,33,24,70,1,1005.1
0,31.6,22.8,73,1,1005.3
0,32.6,25,74,1,1005.3
21,30.2,24,86,1,1004.7
35.8,25,23.5,95,1,1003.4
0,30.6,24,79,2,1003
11.4,31.6,24.6,84,1,1004
