RAINFALL,TMAX,TMIN,RH,WIND_SPEED,BAROMETRIC_AIR_PRESSURE
37.4,32.4,26,84,1,1001.7
52,33.4,25,81,1,1002.7
2.2,30.7,25.4,89,1,1002.2
0.3,30.8,25,80,1,1002.3
-1,32.8,26.2,76,1,1003.2
16.8,33.6,25,74,1,1003.5
97.5,32.8,24.4,81,1,1004.3
1.8,32.2,24.7,82,1,1003.7
6,30.9,25,87,1,1003
0,34,26.8,73,1,1003.5
4.8,33.4,25.2,69,1,1005.1
4.2,29.1,24,88,1,1006
1.4,31.9,24.5,79,1,1005
41.2,32.2,24.5,85,1,1003.6
0,33.2,26,74,1,1002.4
29,31.6,25.2,86,1,1002.9
-1,31.2,25.4,79,1,1002.7
0,32.8,26.3,78,1,1002.5
0.2,32.4,26.5,79,1,1001.2
19.2,31,26.2,79,1,1000.9
61.8,29,24.6,95,1,1001.9
0.5,30.3,24.8,85,1,1002.8
53.6,31.7,24.6,80,1,1004
0,32,25.4,78,1,1004.3
0,33.4,25.8,71,1,1003.9
39.3,32.6,24.2,85,1,1003.6
40.5,28,24.6,94,1,1002.4
6.6,29.4,24.8,86,1,1002.2
36.6,31,24.8,83,1,1002.8
9.7,28.6,24.6,87,1,1003.3
-1,30.3,24.9,77,1,1003.1
-1,32.8,25.6,72,1,1003.8
2.2,31.6,24.1,81,1,1004.8
8.6,33,25,73,1,1004.3
34,32.2,24.6,82,1,1003.2
14.2,31,25.4,82,1,1001.7
17.2,29.8,24.5,91,1,1002.9
0,31.8,25.4,76,1,1003.8
3.8,31.5,25,78,1,1004.3
3.4,32.1,25,80,1,1003.8
-1,33.7,24.6,78,1,1003.8
31.4,30.6,23.8,87,1,1004.3
2.9,31.5,25.8,79,1,1002.3
15.8,29.9,25.1,82,2,1000.1
62,26.5,24,93,2,1000.8
0.6,28.6,24,88,1,1003.9
-1,34,24,76,1,1005
0.7,34.4,25.4,71,2,1004.7
1,32.2,25.1,82,1,1003.2
30.8,32.4,24.6,84,1,1003.5
23.8,33.8,24.8,80,1,1004.6
-1,31.4,25.6,84,1,1002.4
46,29.8,24.8,89,1,1001.5
-1,31.6,25,81,1,1001.9
7.8,30.6,25,85,1,1001.3
86,28,24.8,94,1,1002
3.3,31.5,25.4,86,1,1002.9
-1,31.8,25.6,79,1,1003.8
67.1,34,25.2,80,1,1005.1
0,33.9,24.8,79,1,1006.3
7.8,34.5,25.6,75,1,1005.6
40.4,33.2,25,82,1,1004.5
33.4,27.6,25.1,92,1,1004.8
0,31.3,25.3,79,1,1003.9
0,33,25.6,78,1,1003.2
2.8,32.1,25.3,75,1,1003.8
5.5,30.9,25.3,80,1,1003.7
-1,32,25.1,78,1,1002.3
1.4,31.3,25,77,1,1001.8
23.4,31.4,25.4,83,1,1002.9
6.6,31.3,25,78,1,1003.4
30.5,27.4,25,94,1,1003
7.3,28.5,24.6,90,1,1004
-1,32.2,24.5,78,1,1004.4
12.6,30.3,24.5,83,1,1004.1
2.3,30.4,24.6,86,1,1002.9
15.2,31.6,26,85,1,1000.5
73.6,28.1,24,91,2,997.3
6.6,32.7,25,82,1,999.9
36,33,24.7,78,1,1001.3
6.8,32,25,82,1,1002.8
10.8,30.1,24,91,1,1004.9
-1,31.2,25,86,1,1006
0.2,33.6,24.4,77,1,1005.7
-1,31.7,25.4,79,1,1004.7
3.5,29.8,24.4,86,1,1005.3
-1,32.6,25,82,1,1005.9
0,32.4,24.6,73,1,1005.9
0.2,33.4,25.1,73,1,1005.8
7.2,33.4,25,84,1,1005.5
1,32.4,24.2,81,1,1005.5
-1,32.7,24.2,73,1,1005.5
0,34.8,24.8,66,1,1003.7
-1,33,25.4,72,1,1001.2
0,32.9,26.2,72,1,1001.5
36.8,32.6,25.5,86,1,1002.3
3.6,31.9,26.3,83,1,1001.4
0,33,27.5,69,2,999.4
2.8,31.3,26.2,72,2,1000.7
0.8,31.6,24.8,81,1,1001.6
10.2,32.4,25.2,75,1,1002.7
79,30.3,24.5,88,1,1004.9
6.2,30.8,24.4,91,1,1006.4
0.2,31.4,24.9,82,1,1006.8
4.4,32,24.8,83,1,1006.2
14.6,32,24.4,83,1,1005.1
0,33.8,24.9,76,1,1004.5
90.2,29.8,23.8,88,1,1005.7
0,31.8,24.2,77,1,1004.1
0,33.4,25.5,66,1,1001
27.6,29.2,24.2,80,2,998.1
119.3,26.5,24.2,96,4,988.6
12.9,30.1,26.1,87,1,995.2
1.8,30,26,86,1,999.4
2.8,29.7,23.8,85,1,1003.2
0,31.9,24.4,80,1,1005.3
-1,30.9,23.8,83,1,1006.7
22.8,31.5,23.5,89,1,1007.9
5.2,31.5,24,83,1,1007.7
0,32.1,23.6,79,1,1006.9
-1,32.3,24.7,80,1,1005.8
0,30.1,22.8,81,1,1006.6
0,33.1,24.2,77,1,1006.5
4,32.2,25.3,78,1,1006.1
0,31.7,24.4,78,1,1006
1.3,29.5,24,87,1,1006
-1,32.3,24,80,1,1006
-1,34.2,24.8,73,1,1005
0.8,31.7,24.4,76,1,1005
9.4,33,25,74,1,1005.1
5.4,31.9,24.6,74,1,1004.8
3.6,30.4,23.2,89,1,1005.3
23,29.6,24.4,91,1,1004.5
21,32.1,24.8,77,1,1003.6
0.8,30.4,24.7,86,1,1005.1
0.6,32.9,24.6,78,1,1005.9
-1,32.2,24.8,80,1,1006.2
-1,34.2,25.2,70,1,1007.1
-1,32.6,22.6,77,1,1008
0,32.1,22.3,75,1,1006.6
0,32.4,22.5,73,1,1006.2
-1,31.9,24,72,1,1006.5
0,34,23.6,73,1,1006.2
2.6,32.2,25,78,1,1005.6
4.6,32.8,24,79,1,1005.1
0.4,32.7,24.1,79,1,1005
0.4,33.6,25.4,74,1,1005
1.3,31.8,24.2,78,1,1006.1
0,30.6,23.8,82,1,1005.4
-1,32.8,24.2,74,1,1004.9
0,32,23.4,77,1,1004.6
-1,33.4,25.2,69,1,1003.3
1.3,28.6,24.9,83,1,1001.8
4.6,30.4,25,82,1,1001.3
-1,30.7,24.8,80,1,1002.5
0,29.8,24.1,81,1,1003.5
-1,31.6,25.6,75,1,1005
1.6,29.7,24.9,85,1,1005.5
2.6,31.4,23.9,84,1,1004.4
0.2,32.3,24.9,81,1,1004.6
3,31.8,23.8,87,1,1005.7
0.7,29.5,24.7,72,2,1004.7
-1,29.4,25.4,68,2,1004.1
4.8,27.6,24,82,2,1002.8
0.4,30.2,23.6,79,2,1001.2
0,29.8,23.8,76,1,1001.7
0,29.4,23.6,67,1,1003.8
0,29,23,60,2,1005.9
0,27.8,22.8,63,2,1007.9
0,28.3,22.7,65,1,1009.1
0,27.6,20.5,70,1,1009
-1,29,23.2,74,1,1008.4
1.7,29.4,23.8,75,2,1007.5
0.2,31.2,22.3,79,1,1007.5
-1,29.9,24.7,67,1,1008.4
4.7,30,24.1,80,1,1008.4
19.8,31.8,24.2,75,1,1007.6
6.5,28.5,23.5,88,1,1007.2
26.4,28.8,23.6,83,1,1007.1
19.2,28.4,23.6,94,1,1008.3
46,28.4,22.8,90,1,1008.4
0,29.6,21.9,71,1,1008.7
0,27.3,20.7,76,1,1010.2
0,29.2,21.8,75,2,1008.9
0,29.9,23,73,1,1007.5
0,30.4,22,72,1,1007.1
0,31,22,71,1,1007
0.7,30.4,22.7,74,1,1005.7
1,28.6,23.8,79,1,1003.5
35,30.5,24,85,2,1003.3
-1,30.4,23.5,77,1,1005.6
-1,30.3,24.3,74,1,1007.5
-1,29.5,23.4,81,1,1008.4
0,29.8,22.6,72,1,1008
0,30.6,23.1,71,1,1007.2
-1,29.2,23.6,72,1,1007.4
-1,30.8,21.9,81,1,1006.5
0,32.4,22,69,1,1005.6
0,32,23.8,64,2,1006.3
0,30,21.3,63,2,1006.5
0,30,23.8,68,1,1006.6
-1,27.6,23.4,72,1,1005.4
0,29.4,22,65,1,1006
0,30.1,21.2,64,1,1007.6
0,30.8,23.2,62,2,1007.6
0,30.3,21,66,1,1007.5
-1,33,24.7,65,1,1007.2
-1,32.3,23.7,66,1,1007.4
0,30.2,22.2,69,1,1006.9
0,31.3,20.6,65,1,1006.5
0,30.4,24,70,1,1006.6
3.5,30.7,24,78,1,1006.1
0.2,30.7,22,80,1,1007.1
0,31,22.4,73,1,1007.5
0,31.5,20.9,66,1,1007.6
0,33,21.1,63,2,1007.5
0,33.2,22.5,68,1,1007.6
0,33.6,21.7,62,2,1007.3
-1,31.4,20.3,68,1,1006.3
0,31.4,20.6,67,1,1006
0,31.6,23.5,58,2,1007.7
0,30.9,20.2,64,2,1009.4
0,31.4,22.4,62,2,1008.2
-1,30.4,24,68,3,1006.1
1.4,27.2,23.2,86,1,1003
4.6,29.9,23.2,88,1,1003.6
-1,28.4,21.3,83,1,1006.4
0,30.8,23,73,1,1006.1
0,32.5,23.4,73,1,1004.9
0,32.4,24,71,1,1006.2
0,32.4,25.6,64,2,1008.7
-1,31.9,25.2,63,2,1010.5
0,31.4,23,58,2,1011.1
0,30.6,21.6,60,1,1010.5
0,30.2,24.4,70,1,1009.5
0,31.3,21.3,64,1,1011.1
0,31.2,20.8,59,2,1011.6
0,30.6,20.8,64,1,1011.6
0,30.7,19.5,61,1,1010.8
0,30.3,20,59,1,1010.6
0,30.4,20.1,67,1,1010.3
0,31.6,20.4,68,3,1009.5
0,30.8,22.2,67,1,1008
0,28.9,20,70,1,1008
0,30.4,19.7,66,1,1008.5
0,31.3,24.2,60,1,1007.3
5.6,28.5,21.6,75,1,1006.7
0,31,21,61,1,1006.3
0,31,21.6,62,1,1008
0,33.5,22.4,64,1,1008.5
0,30.8,21.4,68,1,1007.6
0,32.6,23.2,63,1,1006.8
0,33.2,21.3,59,1,1006.5
0,32.4,20.9,64,1,1005.3
0,32.8,21.9,65,1,1005.4
0,33.9,23.2,60,2,1004.6
0,34.6,24.4,55,1,1005.2
0,34.6,25.4,62,2,1006.3
0,36,24.5,58,2,1005.5
0,33.5,23.2,62,1,1005.1
0,33.7,22.6,59,1,1005.8
0,33.4,23.2,56,1,1006.5
0,33.6,22.1,59,1,1005.9
0,33.8,24.9,63,1,1004.6
0,32.2,23.8,71,1,1005
0,34.2,24.5,64,1,1004.6
0,33.1,24.4,64,1,1004.2
5.7,32.7,24.5,65,1,1004.6
0,31.6,22.8,68,1,1005.3
0,32.8,23.9,62,1,1005.9
0,32.6,24.2,60,1,1005.6
0,33.3,24.6,62,1,1006.5
0,34.3,26.3,63,1,1007.3
0,32.5,23.2,63,2,1006.7
0.2,32,24.7,65,1,1005.5
0,31,25,65,1,1004.2
5.2,29.4,24.8,81,1,1003.2
51.6,27.8,23.2,91,1,1003.6
0.1,31.8,24.2,77,1,1004.4
0,33.4,26.4,72,2,1003.7
-1,33.8,26.2,70,1,1003.8
0,33.9,24.4,72,1,1006.6
0,35,24.5,61,1,1006.1
0,35.8,26.8,63,1,1002.7
0,36.2,26.5,62,2,1002
0,35.2,27,67,1,1003.3
7,33,24.5,73,1,1004.4
0,33.7,27.2,63,1,1005.1
0,32.8,24.4,65,1,1005.1
0,33.6,25.4,65,1,1003.9
0,33.6,24.4,63,1,1004.4
0,34.9,24.2,57,1,1005.5
0,34,24,61,1,1005.2
0.2,33.5,25.9,66,1,1004
0,35.6,24.8,69,1,1003.8
-1,35.3,24.9,62,1,1004.8
0,36.1,25.5,59,2,1005.9
0,34.8,25.4,60,1,1005.6
0.9,33,27.1,66,2,1003.2
0,35.2,27.8,59,2,1001.4
0,35.6,26.2,59,2,1001.4
0,35.5,26.5,63,1,1002.2
-1,35.8,26.3,68,1,1003.2
6.2,33.2,25.2,74,1,1003.9
44.6,32.7,25.2,83,1,1005.3
0,32.8,26.2,71,1,1006.3
0,32.9,25.6,70,1,1006.5
1.1,35,26.9,69,2,1005.6
1.4,33.5,26.4,74,1,1004.7
42.2,33.7,25,72,2,1004.9
0,32.9,25.2,82,1,1005.2
23,34.2,26.9,74,1,1005.3
-1,33.7,25.3,76,2,1005.1
14.3,33.3,26.9,75,2,1004.7
3,31.9,26.6,77,1,1005.7
0.8,34.2,25.2,77,1,1006.1
0.6,32.9,25.8,76,1,1005.4
6.8,33.5,25.2,75,1,1004.9
6.8,33.6,24.9,77,1,1005.3
11,33.9,24.8,80,2,1006.3
5.5,32.4,26.5,82,1,1004.7
1.2,32.6,25.3,76,1,1002.7
0,33.7,25.7,73,2,999.9
0.2,34.8,28.5,66,3,999
-1,33.8,28.3,65,2,998.2
0,32.8,28.3,72,2,998.8
1.2,32.3,26.7,78,2,1001
2.3,31.8,25.3,79,2,1003.8
0,32,25.7,76,1,1004.8
4.8,34.1,25,74,1,1003.5
50,32.8,25,80,1,1003.3
48.6,33,24.5,81,1,1004.3
22,31.9,25.3,87,1,1005.1
5,33.5,26.4,76,1,1003.2
0.8,32.7,27.1,77,2,1001.1
77.1,30,25.7,89,1,1000.9
67.3,28.1,24.6,92,1,1002.3
5.6,30.1,25.1,90,1,1003.1
7.9,32,26.6,79,1,1003.8
14.4,33.4,27,73,1,1004.3
5.3,32.4,25.2,83,1,1004.3
0.8,33.3,25.2,83,1,1004.9
0,35.5,25.7,62,2,1005.8
0.5,33.3,25.1,73,1,1005
20.4,34.3,25.8,79,1,1004.4
52.2,33,25.4,78,1,1004.2
-1,33.9,25.6,74,1,1004.3
10.4,34.3,24.9,75,1,1004.3
0,32.4,24.5,80,1,1003.6
0.5,33,25.2,78,1,1003.2
-1,31.2,25.3,76,1,1003.3
0.8,31.3,25,79,1,1003.4
0,32.3,26.4,77,1,1004.2
20.6,34.3,25.7,77,1,1004.6
-1,32.3,26.2,82,1,1004.8
-1,32.2,26.5,75,1,1004.9
1,35.3,25.7,74,1,1005.4
28.3,32.5,25.3,88,1,1006.7
0,34.3,25.7,73,2,1005.9
0,33.3,25.5,67,1,1005.2
0,35.6,26,65,1,1004.5
0,36,26.4,65,1,1005.5
0.6,33.4,26.1,73,1,1006.3
12.9,33.8,26.2,75,1,1005.8
47.8,32.9,24.1,83,1,1004.8
0,34.1,25.2,76,1,1003.4
1.2,33.7,26.1,76,1,1002.5
43,33.3,25.1,78,1,1001.4
68.6,26.5,23.1,97,1,999.9
57.7,30.1,25,86,3,998.8
56.8,30.2,23.7,86,1,998.4
29,29.6,24.2,86,1,999.8
-1,32.2,25.2,79,1,1002.5
-1,33,25.4,74,1,1004.1
12.2,31.8,24.9,84,1,1003.2
18.5,32.5,25.7,87,1,1002.9
17.8,33.4,25.3,81,1,1004.5
16.1,31.9,25.2,88,1,1005.4
17.3,32,25.4,80,1,1002.7
2.2,31.3,25.9,85,1,999.3
56.9,31.7,24.6,81,2,996.2
64.6,30.2,25.6,83,3,998.3
64.3,29.7,24.7,89,2,1000.8
56.5,29.7,23.7,91,2,1002
102.1,29.4,24.5,94,2,1003.3
25.9,28.2,24.9,91,1,1003.7
44.2,29.1,25.3,94,1,1003.2
35.4,27.4,24.9,95,1,1001.9
127,28.8,24.5,92,2,1003.1
4.2,31.3,25,85,1,1005.1
4,31,27.4,84,1,1007
0,31.5,27.8,79,2,1005.3
-1,32,27.6,78,2,1003.1
3.6,30.8,27.8,82,2,1002.7
0.2,31.3,27.2,81,2,1003.6
0,33.4,27.1,73,1,1004.1
1.5,33,27.1,77,1,1003.5
22,32.6,26,80,2,1003.5
0,32.5,27.7,76,2,1003.4
21,33.3,26.4,75,1,1003.6
39.7,32.7,25.4,82,1,1004.3
0.6,32.8,27,73,1,1004.6
32.2,32.7,25.5,78,1,1004.3
6.2,32,26.6,80,1,1003.2
2,32.3,25.5,77,1,1003.1
-1,33.2,26,75,1,1004.1
0,32.6,26.3,73,1,1005
2.6,32.8,26.4,77,1,1004.3
7.2,31.8,24.9,80,1,1003.7
0.3,32,26,74,1,1003.5
9.9,31.7,26,82,2,1004.4
-1,32.1,27.5,77,2,1002.6
2.8,30.2,25.2,82,2,1000.1
0.8,30.3,25.8,82,2,998
-1,33.1,27.5,78,2,997.8
6.6,30.3,26.8,81,2,998.9
152.5,28.7,24.5,88,2,1000.5
66.6,28.7,24.4,92,1,1001.3
33.5,29.1,25,92,2,1001
51.4,29,25,94,1,999.8
69.2,29.5,25.6,89,1,1000.3
9.2,28.1,25.6,89,1,1002.1
7.8,30.5,25.8,86,1,1004.7
0,33.1,25.7,77,1,1005.4
-1,34.6,24.4,70,1,1004.9
4.8,33.3,24.6,78,1,1005.7
-1,34.9,26.2,71,1,1004.3
0,32.4,25.8,74,1,1004.7
-1,32.6,25.7,74,1,1004.2
27.4,32.3,25,91,1,1004.2
0.4,30,25.3,84,1,1003.4
37.6,31.6,24.2,82,1,1004.2
0.2,31.9,25.4,83,1,1005.8
18.8,33.2,25.5,81,1,1005.9
7.2,31.8,24.2,82,1,1005.1
0.6,33.1,25.4,77,1,1004.8
15.2,31.7,24.5,82,1,1005
-1,33.3,25.3,77,1,1004.1
3.6,33.6,25.7,82,1,1003.7
16.9,29.1,25.4,91,1,1002.9
104.2,27.1,25,95,1,1003.2
0,31.6,26.3,75,1,1002.9
75.8,30.3,24.5,87,1,1004
68.8,33.5,24.3,80,1,1003.6
12.7,31.9,24.8,83,1,1002.9
14.6,32.5,24.3,86,1,1004.2
1.4,32.3,26,87,1,1004.2
3.2,31.6,25.7,83,1,1002.3
4.8,31.2,26.5,80,1,1002.7
24,31.8,25.6,82,2,1004.3
3.8,29.7,25.9,85,2,1005
-1,29.6,26,81,2,1005.1
53.8,30.7,23.2,97,1,1004.8
0,29.7,24.6,80,1,1005.4
0,32.7,23.8,78,1,1005.9
11,32.5,24.6,81,1,1006.1
7.8,32.1,24.5,87,1,1006.1
10.7,33.2,25,73,1,1005.5
7.8,32.4,25.4,75,1,1005.7
0.8,31.9,24.7,85,1,1006.3
4.2,32.2,24.3,78,1,1005.5
18.8,30.6,23.8,81,1,1004.8
1.6,31.8,25.5,77,1,1005.6
-1,32.4,23.9,76,1,1006.9
-1,31.7,25.1,74,1,1007.4
0.6,32.3,24.8,80,1,1007.5
3.6,26,23.4,96,1,1007.2
53.8,30.5,24.8,86,1,1007.1
-1,27.1,24.1,91,1,1007.8
0.3,30.7,24.1,86,1,1007.8
2.4,28.1,23,87,1,1007.3
22.2,29.4,25,87,1,1007.2
-1,31.9,24.3,83,1,1006.9
0,31.6,24.3,78,1,1006.7
-1,31.8,25.3,80,1,1006.1
26.2,32.6,24.1,82,1,1006
0,32.9,23.8,74,1,1006.1
0,33.3,23.9,69,1,1006.4
0.3,32.8,25.3,64,2,1006.4
5,28.5,23.7,87,1,1006.5
24.8,31.8,25,84,1,1005.6
2.6,31.2,24.5,82,1,1004.4
-1,31.8,25.1,78,1,1005.3
2,31.1,25.2,86,1,1006.4
5.2,33,24.4,76,1,1006.4
2.4,32,25.3,80,1,1006.4
-1,30.3,24.7,84,1,1006.4
0,32.9,24.5,78,1,1007.2
0,33.4,24,72,1,1007.7
0,31.4,24.3,79,1,1007.7
-1,32.7,25.2,76,1,1008.1
5.4,31.1,24.6,78,1,1008.5
0.2,31.6,25.1,74,1,1008.5
0.8,27.7,23.9,88,1,1009.3
0,32.6,24.1,70,2,1009.5
0,32.3,22.7,68,1,1008.2
0,30.6,24.9,69,1,1007.4
0,31.4,22.4,65,1,1006.8
0,31.9,22.7,71,1,1006.4
0,31.4,22.5,73,1,1006
0,32.4,21.7,69,1,1005.4
1.2,31.6,24.1,78,1,1005.3
-1,31.4,25.1,82,1,1006.3
5.6,28.8,23.3,82,1,1007.4
0.8,29.3,23.1,86,1,1006.2
1.2,33.6,24.4,78,1,1005.8
6.6,33.6,25.5,73,1,1006.8
0,33,25.7,78,1,1007.8
0,33.3,22.5,70,2,1007.3
-1,33,24.5,76,1,1006.9
0,33.2,23.3,74,1,1007.6
1.8,29.2,24,80,1,1007.9
0,33.5,24.9,73,1,1006.2
6.9,31.3,24,83,1,1005.7
0,31.5,25.1,80,1,1006.6
-1,30.6,25.3,78,1,1006
0,31.4,23.4,83,1,1006.9
0,32.2,22.9,77,1,1006.4
0.1,33.5,23.4,70,1,1006
3.9,29.9,22.9,86,1,1006.9
-1,33.6,24,70,1,1006.8
-1,33.5,25.1,78,2,1008.4
0.5,30.3,24.4,82,1,1008.6
5,29.8,24,83,1,1008
1,31.2,23.7,81,1,1008.2
3.2,30.7,24.4,68,1,1008
1.6,29.9,24.5,83,1,1007.8
0,31.4,25.1,77,1,1007
-1,32.2,25.1,75,1,1006.4
5.1,29.8,24.1,82,1,1007.6
1.6,28.6,23.8,74,2,1010.3
-1,28.8,24.9,77,1,1011.1
-1,29.7,23.8,75,1,1010.4
0,31.8,24.5,68,1,1009.6
0.7,28.6,23.1,84,1,1010.8
0.2,30.4,24.5,80,1,1011
0,30.7,23.5,77,1,1010
-1,31.2,23.2,78,1,1008
7.2,31.5,23.8,82,1,1006.8
14.5,32.2,23.8,80,1,1007.1